"","X","X1a","X1b","X1c","X1d","X1e","X2a","X2b","X2c","X2d","X2e","X3a","X3b","X3c","X3d","X3e","X4a","X4b","X4c","X4d","X4e","X5a","X5b","X5c","X5d","X5e","X6a","X6b","X6c","X6d","X6e","X7a","X7b","X7c","X7d","X7e","X8a","X8b","X8c","X8d","X8e","X9a","X9b","X9c","X9d","X9e","X10a","X10b","X10c","X10d","X10e","X11.1","X11.2","X11.3","X11.4","X11.5","X11.6","X11.7","X11.8","X11.9","X11.10","X12","X13","X14","Area","Utbildningsnivå","Sysselsättning","Tid.i.UppVäs","Ålder","Kön"
"822",822,9,3,8,5,11,9,5,9,0,7,6,9,9,8,14,5,6,6,5,14,14,4,12,3,2,14,14,14,14,14,3,13,8,12,9,6,14,14,5,11,13,12,11,3,9,14,14,14,14,14,1,1,3,5,3,14,1,14,13,13,9,9,8,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"823",823,11,12,11,14,12,13,12,8,9,1,11,11,5,8,13,9,11,5,11,8,6,5,10,10,6,12,6,11,14,13,9,10,14,11,6,6,12,9,8,10,13,14,14,14,9,8,9,6,5,10,13,9,8,12,1,5,14,9,14,3,10,3,6,"Skälby","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"824",824,11,8,9,8,8,8,8,8,9,9,6,6,6,8,9,6,8,8,9,14,9,9,10,10,10,13,10,10,14,14,11,11,14,11,11,12,14,12,10,10,10,14,9,6,6,11,8,10,14,10,3,3,1,14,6,14,14,14,13,6,6,6,4,"Skälby","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"825",825,6,6,6,6,6,6,6,9,7,7,7,7,7,7,7,5,5,5,9,14,10,7,7,7,7,7,7,7,14,14,7,7,7,7,7,7,14,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,14,6,14,0,0,3,3,2,"Sanda Ängar","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"826",826,8,4,8,10,10,11,11,8,3,8,7,7,7,7,11,7,5,9,8,10,7,7,7,7,11,7,7,7,7,7,9,7,9,7,7,7,7,7,7,7,11,7,11,7,11,9,4,9,4,11,4,10,5,10,5,10,10,10,10,6,8,2,2,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"827",827,5,8,14,8,9,5,9,10,4,10,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,11,11,9,9,9,9,9,12,13,7,7,7,10,10,12,12,5,7,7,7,7,12,1,1,1,5,1,11,11,11,11,5,1,6,1,"Södra Bollstanäs","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"828",828,11,4,11,5,7,13,13,10,7,7,11,9,9,10,9,10,8,9,9,12,7,7,7,7,7,10,10,10,10,9,8,9,9,7,7,7,7,7,7,7,14,13,7,7,7,7,7,7,7,7,8,8,2,8,1,2,6,0,0,0,7,8,5,"Frestaby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"829",829,14,11,8,13,12,14,12,10,8,7,9,8,10,14,13,11,14,8,10,13,12,8,14,9,11,8,8,12,14,13,13,13,13,12,14,14,12,13,11,10,10,11,12,13,14,12,10,11,13,14,12,11,8,10,6,13,14,14,13,12,5,5,5,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","35-44","Man"
"830",830,6,9,8,13,11,6,6,8,6,10,5,6,8,9,9,5,6,4,9,10,9,8,6,8,8,8,6,8,9,9,8,7,9,7,8,10,9,8,6,9,9,8,6,6,7,6,9,6,8,8,5,3,6,12,7,9,7,10,7,4,6,4,4,"Frestaby","Gymnasium, folkhögskola eller motsvarande","Har sjuk- eller aktivitetsersättning","10 år eller mer","45-54","Kvinna"
"831",831,14,11,8,8,11,14,8,8,14,6,7,7,7,7,7,10,6,8,8,14,8,8,6,14,8,8,6,8,14,14,8,14,14,14,14,14,14,14,6,9,11,6,9,6,8,14,8,14,14,14,14,7,7,14,7,14,14,14,14,14,10,9,5,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"832",832,8,7,9,8,7,7,6,6,6,7,6,6,6,7,7,10,6,6,8,6,8,6,7,7,7,9,6,8,8,8,6,8,6,7,7,6,8,9,8,7,8,8,8,6,8,8,6,9,6,8,8,1,4,6,4,9,3,10,7,9,7,4,6,"Frestaby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"833",833,10,12,13,8,7,9,7,5,6,14,6,12,9,12,11,6,13,4,13,14,13,11,12,10,4,4,14,14,14,13,5,13,5,12,11,11,14,13,14,10,9,12,12,3,9,6,10,10,8,11,2,1,3,13,8,11,9,14,10,5,3,4,8,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"834",834,11,11,3,11,11,11,11,8,8,3,7,11,7,11,11,7,11,7,11,11,11,11,11,7,7,11,7,11,11,11,11,11,11,11,11,11,11,10,7,11,11,11,11,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,10,10,5,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"835",835,7,6,6,8,5,11,9,7,7,7,7,10,10,10,10,8,7,11,7,10,8,10,6,11,7,12,10,8,11,10,7,7,7,7,7,12,12,12,7,6,10,10,7,7,7,7,7,7,7,7,5,5,8,6,5,4,5,9,9,5,4,5,2,"Södra Bollstanäs","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"836",836,11,10,4,11,11,14,9,10,7,7,6,11,8,6,12,11,11,8,11,11,11,11,11,11,7,10,7,7,7,7,11,11,7,7,7,11,10,9,7,7,11,11,11,11,11,9,9,11,12,11,14,11,12,10,9,13,12,10,9,11,10,10,0,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"837",837,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,12,8,14,7,7,11,14,13,14,14,8,11,14,14,14,14,14,14,14,14,11,14,11,11,11,11,11,11,11,11,7,7,7,9,11,14,14,14,14,14,9,5,5,"Odenslunda","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"838",838,7,7,7,7,7,8,6,7,7,7,4,8,7,7,7,9,7,7,7,7,10,7,7,7,7,6,8,9,7,7,6,7,7,7,7,6,7,7,7,7,6,9,10,7,7,7,7,7,7,7,3,3,3,3,3,4,1,2,3,0,4,4,3,"Hasselbacken","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Man"
"839",839,11,4,4,9,9,6,5,5,5,1,8,8,6,10,12,10,10,5,9,9,11,6,8,9,8,11,9,10,11,11,13,11,9,6,9,9,11,11,9,14,8,11,8,8,8,8,8,11,11,11,7,2,8,6,3,4,1,5,9,10,10,5,6,"Kavallerigatan/Vilundaparken","Högskola/universitet","Långtidssjukskriven (mer än 3 månader)","10 år eller mer","35-44","Man"
"840",840,14,11,0,14,14,14,14,14,4,0,14,9,9,10,11,10,8,9,9,8,14,14,14,14,9,12,14,14,14,14,10,14,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,3,14,4,10,13,14,14,14,14,14,10,10,5,"Norra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"841",841,4,9,14,9,10,5,6,8,6,14,5,10,6,8,14,6,6,8,8,14,6,8,8,5,5,6,13,10,11,7,8,7,11,10,10,8,14,11,12,8,14,14,9,12,13,4,11,5,9,9,3,1,2,13,5,12,8,10,14,6,0,4,7,"Folkparksområdet","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"842",842,9,7,14,12,7,14,9,7,9,11,14,0,11,11,14,14,9,10,5,14,14,0,11,12,13,10,10,12,14,14,10,10,11,8,14,14,14,14,11,11,11,11,7,11,14,14,10,14,14,10,11,13,13,14,11,14,14,14,14,12,8,3,7,"Infra City","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Kvinna"
"843",843,10,8,8,9,10,8,8,8,7,6,5,7,7,7,9,7,9,7,9,7,8,8,8,7,7,8,10,10,10,10,8,8,8,8,8,8,8,8,8,7,8,7,7,7,7,8,8,8,7,7,12,13,11,13,10,14,13,14,10,10,8,6,3,"Stallgatan","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"844",844,14,7,7,11,14,14,11,10,14,4,8,6,10,14,14,12,14,14,14,9,12,12,7,14,14,14,9,12,14,14,9,14,11,14,14,14,14,14,13,13,14,14,14,7,7,11,8,14,14,14,6,14,6,12,10,14,10,14,14,14,9,5,5,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"845",845,12,10,7,7,10,9,9,8,8,7,6,6,6,9,9,8,8,7,7,7,9,9,9,9,9,11,6,11,11,7,10,9,9,10,9,11,9,10,9,8,11,9,9,7,7,11,10,10,10,11,10,8,7,7,8,9,9,8,8,8,8,5,5,"Odenslunda","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"846",846,9,4,8,13,9,8,7,12,5,4,1,8,4,6,5,8,3,6,2,9,12,6,11,5,7,11,8,9,12,13,8,8,8,7,10,10,11,12,8,9,10,11,12,6,7,6,6,9,8,12,8,7,2,5,3,14,4,13,1,0,6,6,6,"Södra Bollstanäs","Högskola/universitet","Tjänstledig eller föräldraledig","0-4 år","25-34","Kvinna"
"847",847,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,7,7,7,7,7,14,14,14,14,7,7,7,7,7,14,7,7,7,13,11,9,8,14,13,12,8,13,12,14,12,14,14,11,9,8,5,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"848",848,14,5,2,12,7,13,13,9,9,1,6,10,4,5,14,8,14,10,12,13,14,7,13,7,7,14,9,14,14,14,8,14,14,14,14,14,14,10,10,12,14,14,14,7,7,14,14,14,14,14,6,2,9,8,10,4,3,4,1,4,10,10,7,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"849",849,11,9,8,10,7,9,10,9,7,4,7,7,7,7,7,8,9,7,7,7,7,5,8,9,10,9,6,9,14,13,9,8,11,12,11,11,12,11,8,11,11,10,8,10,6,7,8,7,10,11,6,5,4,7,5,12,12,12,12,8,8,7,7,"Frestaby","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","55-64","Man"
"850",850,10,10,7,7,7,8,6,6,6,5,4,3,9,5,7,10,10,9,5,7,11,7,10,9,9,8,9,7,10,7,2,5,3,6,5,4,4,1,3,2,4,5,6,6,6,5,6,4,6,5,5,6,5,4,5,4,6,8,5,6,7,6,4,"Runby","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Kvinna"
"851",851,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Runby","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Kvinna"
"852",852,14,10,10,10,11,10,10,8,6,12,11,9,7,7,7,7,9,12,9,14,9,8,8,8,9,10,10,10,12,12,7,7,7,7,7,7,7,7,7,7,14,14,11,7,7,10,11,11,11,12,9,6,6,14,9,11,11,11,11,11,5,5,4,"Norra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"853",853,11,11,11,11,11,11,11,7,7,7,8,8,8,8,11,9,11,11,11,7,11,11,8,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,7,7,8,11,8,11,8,6,11,6,10,6,7,9,9,12,7,10,8,5,"Sigma/Apoteksskogen","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"854",854,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Grimstaby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"855",855,11,11,3,7,7,10,9,3,5,7,4,6,6,8,10,8,9,8,10,7,9,8,6,8,10,8,8,9,11,11,9,8,11,6,9,8,11,11,6,8,9,9,10,8,6,9,6,9,11,10,4,2,1,3,2,7,7,7,2,3,10,3,4,"Messingen/Optimus","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"856",856,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Frestaby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"857",857,14,9,5,14,8,11,11,11,7,0,9,13,6,7,7,14,6,14,9,10,12,4,8,9,14,14,9,12,14,7,10,11,9,14,14,14,8,8,8,7,14,8,14,14,0,13,13,8,14,14,3,1,6,10,14,9,12,14,12,14,10,10,5,"Folkparksområdet","Högskola/universitet","Egen företagare","5-9 år","35-44","Kvinna"
"858",858,7,13,14,11,10,10,13,12,4,14,7,7,7,13,7,14,9,7,8,8,10,8,8,11,9,12,12,12,14,14,11,12,10,14,14,14,14,12,12,8,13,11,10,5,12,11,11,11,9,14,7,4,8,10,7,13,11,14,12,7,1,3,8,"Sanda Ängar","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","0-4 år","25-34","Man"
"859",859,9,5,8,11,7,8,8,8,6,8,5,8,5,8,11,6,9,6,8,9,11,5,11,11,7,9,10,11,11,11,6,10,8,10,11,11,11,11,11,11,11,11,11,11,11,8,8,9,11,7,4,1,2,5,7,12,11,12,12,10,6,4,3,"Södra Prästgårdsmarken","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","35-44","Kvinna"
"860",860,11,11,8,14,14,14,14,14,3,14,14,9,8,11,14,10,14,14,14,14,14,14,14,14,14,14,13,14,14,14,13,14,14,14,14,14,14,14,12,13,14,10,13,13,14,9,9,13,14,14,13,12,12,14,12,14,12,14,14,14,5,5,5,"Runby","Annan eftergymnasial utbildning","Student","5-9 år","35-44","Man"
"861",861,7,7,7,7,7,14,14,10,6,10,8,13,12,11,11,11,11,11,11,11,13,12,13,6,10,6,8,8,8,9,9,9,8,9,7,7,7,7,7,7,10,7,10,6,14,14,8,10,10,14,14,13,12,13,13,14,13,14,14,14,5,5,5,"Carlslund/Brunnby Park","Gymnasium, folkhögskola eller motsvarande","Student","5-9 år","15-24","Man"
"862",862,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Vilunda/Korpkulla","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Man"
"863",863,14,8,9,9,10,6,10,8,8,0,3,2,12,13,14,2,3,5,4,14,8,1,10,6,14,14,5,14,11,11,9,10,14,8,14,14,13,10,14,8,8,13,8,5,6,10,11,8,9,11,6,3,2,10,5,9,11,12,14,13,10,1,0,"Sjukyrkoberget","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Man"
"864",864,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,6,6,6,"Folkparksområdet","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"865",865,9,4,6,9,7,5,10,3,4,8,9,4,9,4,9,9,8,9,5,9,8,5,5,10,7,4,10,9,9,11,8,8,9,6,7,6,9,8,12,7,6,9,6,4,6,8,10,8,11,9,5,4,5,12,6,8,6,6,10,5,3,3,7,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","15-24","Man"
"866",866,11,11,4,11,4,8,11,4,8,3,8,8,8,8,3,7,7,7,7,7,13,13,13,13,13,11,8,11,11,11,12,12,12,12,12,14,14,8,8,8,8,11,12,10,6,14,14,14,14,14,14,3,10,9,14,14,14,14,14,14,10,2,2,"Carlslund/Brunnby Park","Högskola/universitet","Student","5-9 år","35-44","Kvinna"
"867",867,12,14,4,12,5,9,14,4,6,0,6,10,14,14,8,9,8,5,10,14,7,14,6,11,14,11,9,14,14,14,14,14,10,9,14,14,12,14,5,8,14,8,9,7,7,14,10,14,14,14,6,5,9,14,13,3,9,4,10,14,10,2,3,"Runby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"868",868,9,4,3,11,11,10,10,6,5,5,7,7,7,7,7,7,10,3,3,14,7,7,7,7,7,11,6,14,14,5,3,14,7,14,14,11,14,14,11,5,9,9,9,11,3,11,11,12,14,11,1,2,3,14,6,14,14,14,14,12,10,7,6,"Norra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Kvinna"
"869",869,11,9,10,11,14,9,11,8,8,8,6,8,10,11,9,13,13,8,9,8,8,9,8,8,8,6,8,9,13,14,10,11,9,8,10,10,13,9,8,7,9,8,9,6,7,7,7,7,7,7,4,1,1,7,7,9,9,10,4,9,9,5,5,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"870",870,10,9,9,9,9,11,9,8,8,7,8,8,6,9,9,10,10,10,10,10,10,8,11,6,7,8,9,9,10,10,9,10,10,6,10,10,11,11,8,10,9,11,9,10,8,11,11,11,6,11,5,4,3,2,2,6,7,7,7,7,9,9,1,"Skälby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"871",871,14,8,1,8,5,6,8,8,6,2,9,4,5,9,14,4,6,6,13,6,9,8,14,9,6,8,11,14,14,14,11,11,13,9,14,14,14,14,0,11,6,8,9,6,8,14,9,14,14,14,14,1,3,3,4,14,12,13,2,14,10,10,3,"Prästgårdsmarken","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"872",872,14,8,8,8,14,14,14,8,8,0,14,14,8,9,14,14,14,8,14,14,6,9,6,9,6,14,7,7,14,14,5,5,14,14,14,14,14,7,7,7,11,7,7,7,0,7,7,8,4,14,5,4,0,14,0,14,14,14,2,0,10,7,2,"Norra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"873",873,9,10,5,10,6,9,9,8,9,6,6,10,9,9,8,8,9,5,6,8,10,5,10,6,6,9,9,9,9,8,6,9,7,8,8,9,9,9,9,8,8,9,9,5,7,6,8,5,4,8,3,0,2,0,0,3,0,3,1,0,8,5,2,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"874",874,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Vilunda/Korpkulla","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"875",875,11,11,3,11,10,8,8,6,8,6,6,6,7,7,7,6,9,8,7,7,9,7,9,7,7,10,6,10,10,10,6,8,8,7,7,8,9,9,7,7,9,8,7,7,7,8,8,8,7,7,6,3,1,6,5,9,4,10,6,5,10,10,5,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"876",876,7,8,10,9,7,9,8,10,4,11,5,9,8,8,9,7,8,9,6,10,8,6,7,4,5,10,6,8,10,8,8,8,8,6,8,8,9,8,7,9,10,9,9,6,4,8,9,6,5,8,11,8,9,12,10,11,10,11,12,4,1,4,1,"Södra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"877",877,12,8,9,8,8,9,8,6,6,8,4,5,7,8,9,10,10,7,9,9,10,4,10,8,11,9,10,10,13,13,9,8,11,11,11,12,12,12,8,8,11,8,9,7,6,9,11,11,9,13,1,2,2,11,8,11,12,12,13,11,6,4,4,"Sjukyrkoberget","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","65+","Man"
"878",878,14,7,14,9,8,8,8,14,2,7,8,9,7,7,7,14,14,14,14,14,7,7,7,0,7,10,12,11,14,13,6,6,12,12,8,8,9,14,7,10,14,14,12,7,7,14,7,14,14,14,2,2,2,14,2,14,8,14,14,14,10,0,5,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Kvinna"
"879",879,11,6,6,11,11,12,12,12,3,7,7,7,7,7,7,8,8,8,8,11,9,5,8,8,9,8,8,9,13,11,8,9,9,8,9,10,13,13,12,10,14,8,13,7,7,8,14,8,8,12,1,2,3,13,4,7,10,14,8,9,8,5,1,"Runby","Forskarutbildning","Förvärvsarbetande (anställd)","0-4 år","45-54","Kvinna"
"880",880,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"881",881,12,0,5,14,7,13,13,7,7,13,7,14,7,7,7,7,14,7,7,14,7,14,7,14,7,14,14,14,14,14,9,9,9,14,14,14,14,12,14,12,14,7,14,7,7,3,14,3,3,3,3,0,3,9,2,14,1,14,10,0,1,3,5,"Norra Bollstanäs","Högskola/universitet","Arbetssökande eller i arbetsmarknadspolitisk åtgärd","5-9 år","35-44","Kvinna"
"882",882,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,7,9,7,7,14,14,14,14,14,13,14,13,14,14,14,14,14,14,10,14,14,9,7,7,7,7,7,7,7,0,0,0,7,7,14,12,14,11,0,10,7,3,"Frestaby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"883",883,13,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,8,8,8,7,6,9,10,9,7,5,5,5,"Prästgårdsmarken","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"884",884,9,5,8,6,7,8,8,9,7,4,8,8,7,8,8,10,10,6,8,7,9,7,10,8,8,8,8,10,11,11,4,9,10,9,8,9,12,11,8,6,11,11,7,0,7,12,6,8,10,13,8,1,7,5,5,12,10,11,9,6,8,6,5,"Sanda Ängar","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Kvinna"
"885",885,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Sjukyrkoberget","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"886",886,5,4,8,4,7,3,5,9,4,11,6,5,7,7,7,4,5,6,8,7,6,5,8,6,7,3,3,3,3,3,5,8,5,7,7,6,2,3,3,3,7,7,7,7,7,7,7,7,7,7,9,7,8,7,3,1,5,1,8,7,2,3,2,"Ekebo","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Kvinna"
"887",887,7,8,11,10,9,11,10,7,3,9,11,10,9,8,7,10,8,7,9,11,11,10,9,7,8,10,8,9,11,7,8,11,9,10,7,7,11,10,9,5,11,8,10,3,9,9,10,8,11,7,7,10,8,9,7,12,8,12,11,7,2,2,2,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"888",888,10,8,6,7,7,9,8,8,5,8,8,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,6,"Runby","Högskola/universitet","Egen företagare","10 år eller mer","55-64","Man"
"889",889,9,6,7,9,7,8,8,8,7,6,8,7,8,8,7,10,10,10,7,7,13,6,13,6,8,12,6,12,8,7,7,14,7,9,10,9,12,11,7,7,9,8,7,4,7,8,8,7,9,9,3,1,1,2,9,8,8,9,2,2,9,7,7,"Frestaby","Gymnasium, folkhögskola eller motsvarande","Egen företagare","0-4 år","25-34","Man"
"890",890,11,10,3,10,11,10,10,7,7,7,4,14,9,3,14,11,5,6,4,14,11,4,10,10,4,4,10,5,14,14,0,14,10,6,14,14,14,14,8,4,10,10,6,14,14,0,0,9,8,14,8,3,3,3,2,14,8,14,14,14,10,3,2,"Kavallerigatan/Vilundaparken","Högskola/universitet","Tjänstledig eller föräldraledig","0-4 år","35-44","Kvinna"
"891",891,13,9,8,8,8,10,10,7,6,8,5,5,6,6,11,12,13,12,8,14,12,8,9,8,12,8,8,8,8,6,13,14,13,14,13,12,11,7,7,8,11,11,8,6,11,8,11,8,14,14,11,9,11,14,13,3,13,3,14,14,9,9,1,"Smedby 3","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"892",892,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"893",893,4,7,7,7,7,7,7,7,7,7,4,7,7,7,7,12,7,7,7,7,13,7,7,7,7,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,0,7,7,7,7,14,7,7,7,7,4,3,6,0,0,0,0,0,0,0,10,3,2,"Smedby 3","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"894",894,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
